interpret_hlavni,id,stazeno,nazev_wiki,popis_en,popis_cs,velikost,zanry,datum_narozeni,datum_umrti,zacatek_pusobeni,konec_pusobeni,zalozeni,zanik,gender,misto_puvodu,zeme_puvodu,obcanstvi,etnicita,hlas,nastroje,oceneni,nabozenstvi,orientace,spotify_id,spotify_odberatele
Anna K.,Q3508515,True,Anna K,Czech singer,česká zpěvačka,člověk,,1965,,1992,,,,žena,Vrchlabí,Česko,['Česko'],,,['hlas'],"['Cena Anděl Sólová interpretka roku', 'Cena Anděl Sólová interpretka roku']",,,,
Anna Naklab,Q20061746,True,Anna Naklab,German female singer,,člověk,"['tanec', 'dům', 'deep house']",1993,,2013,,,,žena,Göttingen,Německo,['Německo'],,,['hlas'],,,,6vNe5MINTo5QZyR08sBOBA,
Annabelle,Q104973309,True,Annabelle,Czech female rapper and singer,česká zpěvačka a rapperka,člověk,,1996,,,,,,žena,Praha,Česko,['Česko'],,,,,,,,
Anne-Marie,Q25396976,True,Anne-Marie,British singer,britská zpěvačka a textařka,člověk,"['contemporary R&B', 'pop music', 'rhythm and blues']",1991,,2013,,,,žena,Essex,Spojené království,['Spojené království'],,['soprán'],['hlas'],,,"['neheterosexualita', 'bisexualita']",1zNqDE7qDGCsyzJwohVaoX,
Annie Lennox,Q151231,True,Annie Lennox,Scottish singer-songwriter,skotská zpěvačka,člověk,"['pop music', 'nová vlna', 'rock']",1954,,1976,,,,žena,Aberdeen,Spojené království,['Spojené království'],,['alt'],"['klavír', 'hlas', 'zobcová flétna']","['důstojník Řádu britského impéria', 'Livingstone Medal', 'čestný společník Edinburské královské společnosti']",,,5MspMQqdVbdwP6ax3GXqum,
Another Way,Q1475218,True,Another Way,1982 film by Károly Makk,,film,"['filmové drama', 'LGBT film']",,,,,,,,,Česko,,,,,,,,,
Apl.De.Ap,Q293590,True,apl.de.ap,"Filipino-American rapper, singer and record producer",americký rapper a producent,člověk,"['hip hop', 'hip-hop kultura']",1974,,1988,,,,muž,Angeles,Filipíny,['Spojené státy americké'],,,['hlas'],"[""Asia's Most Influential Philippines""]",,,,
Aqua,Q283,True,water,chemical compound with raw molecular formula H₂O; main constituent of the fluids of most living organisms,chemická sloučenina vodíku a kyslíku,typ chemické entity,,,,,,,,,,Česko,,,,,,,,,
Aquagen,Q623021,True,Aquagen,band,hudební skupina,hudební duo,['eurodance'],,,1999,,,,,,,,,,,,,,7ulta4AVH43iWAIh2rhWve,
Arakain,Q625397,True,Arakain,Czech heavy metal band,česká metalová kapela,hudební skupina,"['klasický heavy metal', 'thrash metal']",,,1982,,1982,,,Praha,Česko,,,,,,,,2V56RPfzXPhku6Qm3B2Zdr,
Arash,Q236748,True,Arash,Iranian singer,Íránský zpěvák a herec,člověk,"['populární hudba', 'folk pop', 'íránská pop music', 'pop music', 'hip hop', 'contemporary R&B']",1977,,2003,,,,muž,Teherán,Írán,"['Írán', 'Švédsko']",,,['hlas'],['Zlatý gramofon'],,,7hQmAXAzWI6D350VTgkKTG,
Arctic Monkeys,Q170599,True,Arctic Monkeys,English rock band,hudební skupina,rocková hudební skupina,"['post-punk revival', 'alternativní rock', 'indie rock', 'psychedelický rock', 'garage rock']",,,2002,,2002,,,Sheffield,Spojené království,,,,,"['BRIT Awards', 'Muso Awards', 'NME Awards', 'PLUG Awards', 'Q Award']",,,7Ln80lUS6He07XvHI8qqHH,
Argema,Q10855450,True,Argema,band,česká rocková hudební skupina,hudební skupina,,,,,,1982,,,,Česko,,,,,,,,,
Ari Abdul,Q120760126,True,Ari Abdul,singer,,člověk,,,,,,,,žena,,,,,,,,,,25jJ6vyXwTRa0e6XCcdR6U,
Ariana Grande,Q151892,True,Ariana Grande,American singer and actress (born 1993),americká zpěvačka,člověk,"['pop music', 'contemporary R&B', 'rhythm and blues', 'samba', 'dance-pop', 'soul', 'elektropop']",1993,,2008,,,,žena,Boca Raton,Spojené státy americké,['Spojené státy americké'],,['soprán'],"['kytara', 'klavír', 'hlas', 'bicí nástroje']","['Billboard Music Award', ""Kids' Choice Awards"", 'Grammy Award', 'Honorary citizen of Manchester', 'Umělec roku', 'American Music Award for New Artist of the Year']",,,66CXWjxzNUsdJxJ2JdwvnR,62632674.0
Arizona,Q816,True,Arizona,state of the United States of America,stát Spojených států amerických,stát USA,,,,,,1912,,,,Česko,,,,,,,,,
Arizona Zervas,Q75124792,True,Arizona Zervas,American rapper and singer,,člověk,['emo rap'],1995,,2016,,,,muž,Providence,Spojené státy americké,['Spojené státy americké'],,,['hlas'],,,,0vRvGUQVUjytro0xpb26bs,
Armin Van Buuren,Q62617,True,Armin van Buuren,"Dutch DJ, record producer and remixer",nizozemský producent a DJ,člověk,"['trance', 'psychedelický trance', 'vocal trance', 'progressive house', 'pop music', 'electro house', 'uplifting trance', 'deep house', 'elektronická taneční hudba', 'hardstyle', 'techno', 'progressive trance', 'dance-pop', 'future rave']",1976,,1995,,,,muž,Leiden,Nizozemsko,['Nizozemské království'],,,"['syntezátor', 'Logic Pro', 'Ableton Live', 'Pro Tools']","['Gouden Harp', 'Popprijs', 'International Dance Music Awards', 'důstojník Oranžsko-nasavského řádu']",,,0SfsnGyD8FpIN4U4WCkBZ5,
Aronchupa,Q18237389,True,AronChupa,Swedish music producer,švédský hudební producent,člověk,"['electro house', 'alternative dance', 'nu-disco', 'Jumpstyle']",1991,,2012,,,,muž,Borås,Švédsko,['Švédsko'],,,,,,,5vCOdeiQt9LyzdI87kt5Sh,
Asbjorn,Q721398,True,Asbjørn,male given name,mužské křestní jméno,mužské rodné jméno,,,,,,,,,,Česko,,,,,,,,,
Ashe,Q531238,True,W. W. Ashe,botanist and forester with the North Carolina Geological Survey,,člověk,,1872,1932,,,,,muž,Raleigh,Spojené státy americké,['Spojené státy americké'],,,,,,,,
Ashley O,Q4235,True,Miley Cyrus,"American singer, actress, and television personality (born 1992)","americká herečka, zpěvačka a textařka",člověk,"['pop music', 'country', 'pop rock', 'dance-pop', 'elektropop', 'rock', 'hip hop', 'teen pop', 'country pop']",1992,,2001,,,,genderfluid,Nashville,Spojené státy americké,['Spojené státy americké'],,"['mezzosoprán', 'alt']","['elektrická kytara', 'akustická kytara', 'klavír', 'hlas']",['Time 100'],,['pansexualita'],5YGY8feqx7naU7z4HrwZM6,
Ashnikko,Q76314844,True,Ashnikko,American rapper and singer,,člověk,['pop music'],1996,,2016,,,,genderfluid,Oak Ridge,Spojené státy americké,['Spojené státy americké'],,,['hlas'],,,['pansexualita'],3PyJHH2wyfQK3WZrk9rpmP,
Astrid S,Q17107619,True,Astrid S,Norwegian singer and songwriter,norská zpěvačka a skladatelka,člověk,"['rhythm and blues', 'pop music', 'elektropop', 'Tropical house']",1996,,2013,,,,žena,Berkåk,Norsko,['Norsko'],,,"['kytara', 'klavír', 'flétna', 'hlas']","['Årets spellemann', 'Årets trønder', 'Cena pro nováčka P3 Gull', 'Píseň roku P3 Gull']",,,3AVfmawzu83sp94QW7CEGm,
Atb,Q855199,True,CD Atlético Baleares,"association football club in Palma, Majorca, Spain",,fotbalový klub,,,,,,1920,,,,Česko,,,,,,,,,
Atmo Music,Q21296181,True,ATMO music,,,hudební skupina,,,,,,2012,,,,,,,,,,,,,
Atomic Kitten,Q208392,True,Atomic Kitten,British girl group,hudební skupina,hudební skupina,['pop music'],,,1998,,1998,,,Liverpool,Spojené království,,,,,,,,6JMHws5haIO6V35YNYDnDw,
Audien,Q16146616,True,Audien,"American DJ, record producer and musician",,člověk,['progressive house'],1992,,2009,,,,muž,Mystic,Spojené státy americké,['Spojené státy americké'],,,,,,,4xnMDfgEmXZEEDdITKcGuE,
Aura Dione,Q232067,True,Aura Dione,Danish singer-songwriter,,člověk,['pop music'],1985,,2007,,,,žena,Kodaň,Dánsko,['Dánské království'],,,['hlas'],,,,,
Aurora,Q22595,True,Aurora,"city in Kane County, Illinois, United States",sídlo v americkém státě Illinois,město ve Spojených státech amerických,,,,,,1835,,,,Česko,,,,,,,,,
Ava Max,Q56755505,True,Ava Max,American singer and songwriter,americká zpěvačka a textařka,člověk,['dance-pop'],1994,,2013,,,,žena,Milwaukee,Spojené státy americké,['Spojené státy americké'],['Albánci'],,['hlas'],,,,4npEfmQ6YuiwW1GpUmaq3F,
Avantasia,Q158641,True,Avantasia,German power metal band,projekt metalové opery,hudební skupina,"['heavy metal', 'power metal']",,,1999,,1999,,,,,,,,,,,,1Ih0fEQQsy9EeAJbYEeQRa,
Avener,Q4828049,True,Avener,chief officer of the stables of a king,,,,,,,,,,,,Česko,,,,,,,,,
Avicii,Q505476,True,Avicii,Swedish DJ and record producer (1989–2018),hudební interpret s původem ze Švédska,člověk,"['elektronická taneční hudba', 'progressive house', 'electro house']",1989,2018,2006,2018,,,muž,Stockholm,Švédsko,['Švédsko'],,,"['klávesový nástroj', 'kytara', 'klavír', 'syntezátor', 'FL Studio', 'Logic Pro']","['American Music Awards', 'Billboard Music Award', 'MTV Europe Music Awards', 'Teen Choice Awards', 'World Music Awards', 'Platinová kytara', 'Musikexportpriset']",,,1vCWHaC5f2uS3yhpwWbIA6,
Aviva,Q791179,True,Aviva,British insurance company,,firma,,,,,,2000,,,Londýn,Spojené království,,,,,,,,,
Avril Lavigne,Q30449,True,Avril Lavigne,Canadian singer (born 1984),kanadská zpěvačka,člověk,"['alternativní rock', 'pop punk', 'pop rock', 'post-grunge', 'soft rock']",1984,,1999,,,,žena,Belleville,Kanada,"['Kanada', 'Francie']",,['light-lyric soprano'],"['kytara', 'hlas', 'klavír', 'bicí souprava']","['Juno Fan Choice', 'Juno Fan Choice', 'Premios Oye!']",,,0p4nmQO2msCgU4IF37Wi3j,
Awolnation,Q66413,True,Awolnation,American rock band,,hudební skupina,['synth rock'],,,2009,,2010,,,Los Angeles,Spojené státy americké,,,,,,,,4njdEjTnLfcGImKZu1iSrz,
Axwell,Q20713,True,Axwell,"Swedish DJ, remixer and record producer",,člověk,['house music'],1977,,1995,,,,muž,Lund,Švédsko,['Švédsko'],,,,,,,1xNmvlEiICkRlRGqlNFZ43,
Aysel,Q236078,True,Aysel Teymurzadeh,Azerbaijani singer,Ázerbajdšánská zpěvačka,člověk,['pop music'],1989,,2005,2012,,,žena,Baku,Rusko,['Ázerbájdžán'],,,"['klavír', 'hlas']",,,,,
B.B.King,Q188969,True,B.B. King,"American blues guitarist, singer, and songwriter (1925–2015)",americký hudebník,člověk,"['blues', 'rhythm and blues']",1925,2015,1949,2014,,,muž,Berclair,Spojené státy americké,['Spojené státy americké'],['Afroameričané'],['tenor'],"['kytara', 'hlas', 'elektrická kytara', 'Lucille']","['Blues Hall of Fame', 'Národní medaile za umění', 'Prezidentská medaile svobody', 'Cena Grammy za celoživotní dílo', 'Rock and Roll Hall of Fame', 'Žijící legenda Knihovny Kongresu', 'Vyznamenání Kennedyho centra', 'společník Americké akademie umění a věd', 'komandér  Řádu umění a literatury', ""Americana Music Association President's Award"", 'Hvězda na Hollywoodském chodníku slávy']",,,5xLSa7l4IV1gsQfhAMvl0U,
B.O.B,Q45667,True,B.o.B,"American rapper, singer and record producer",americký rapper a hudební producent,člověk,"['alternativní hip-hop', 'dirty south', 'pop rock', 'hip hop', 'alternativní rock', 'Atlanta hip hop', 'pop rap', 'pop music', 'Southern hip hop']",1988,,2006,,,,muž,Winston-Salem,Spojené státy americké,['Spojené státy americké'],,,"['kytara', 'hlas', 'klavír']",,,,5ndkK3dpZLKtBklKjxNQwT,
B.O.B.,Q2876628,True,B.O.B.,1993 video game,,videohra,['plošinovka'],,,,,,,,,Česko,,,,,,,,,
Baby Bash,Q708231,True,Baby Bash,American rapper and singer,,člověk,['Southern hip hop'],1975,,1995,,,,muž,Vallejo,Spojené státy americké,['Spojené státy americké'],,,['hlas'],,,,,
Baby Tate,Q71333263,True,Baby Tate,American rapper and singer,,člověk,"['contemporary R&B', 'hip hop']",1996,,2015,,,,žena,Decatur,Spojené státy americké,['Spojené státy americké'],,,['hlas'],,,,3IJ21966TwNZI24MwZHMu4,
Backstreet Boys,Q17140,True,Backstreet Boys,American boy band,americká hudební skupina,boy band,['pop music'],,,1992,,1993,,,Orlando,Spojené státy americké,,,,,"[""People's Choice Award for Favorite Band"", 'Hvězda na Hollywoodském chodníku slávy']",,,5rSXSAkZ67PYJSvpUpkOr7,
Bad Bunny,Q44333953,True,Bad Bunny,"Puerto Rican rapper, singer, songwriter and record producer","portorický zpěvák, rapper, písničkář",člověk,"['Latin trap', 'reggaeton', 'Latin hip hop', 'dancehall', 'Latin pop']",1994,,2013,,,,muž,Vega Baja,Spojené státy americké,['Spojené státy americké'],,,['hlas'],"['Latin Grammy Award for Best Urban Music Album', 'Latin Grammy Award for Best Reggaeton Performance', 'Cena Grammy za nejlepší latinské popové album', 'Latin Grammy Award for Best Urban Music Album', 'Latin Grammy Award for Best Rap/Hip Hop Song', 'Time 100', 'Premios Odeón', 'Latin Grammy Award for Best Urban Fusion/Performance', 'Latin Grammy Award for Best Reggaeton Performance', 'Latin Grammy Award for Best Urban Music Album', 'Latin Grammy Award for Best Rap/Hip Hop Song', 'Latin Grammy Award for Best Urban Song', 'Latin Grammy Award for Best Rap/Hip Hop Song', 'Latin Grammy Award for Best Regional Mexican Song']",,,4q3ewBCX7sLwd24euuV69X,
Bad Meets Evil,Q741532,True,Bad Meets Evil,American hip hop duo,,hudební duo,['hip hop'],,,1998,,1998,,,Detroit,Spojené státy americké,,,,,,,,77IURH5NC56Jn09QHi76is,
Bad Wolves,Q48720091,True,Bad Wolves,American heavy metal band,americká heavy metalová skupina,hudební skupina,['hard rock'],,,2017,,2017,,,Los Angeles,Spojené státy americké,,,,,,,,0eI3X5rAzHRZVe5FPk4MN1,
Bakermat,Q13383449,True,Bakermat,Dutch DJ and record producer,nizozemský DJ a hudební producent,člověk,['house music'],1991,,2012,,,,muž,Utrecht,Nizozemsko,['Nizozemské království'],,,,,,,3MyFDtqB80WZvbtCZRsekM,
Bamberger Symphoniker,Q699427,True,Bamberg Symphony,German orchestra founded in 1946,německý symfonický orchestr,orchestr,['klasická hudba'],,,1946,,1946,,,Bamberk,Německo,,,,,['Friedrich-Baur-Preis'],,,7qs9lBPZgZzLAYAWfHLAll,
Banjo Band Ivana Mládka,Q2500759,True,Banjo Band,Czech country band,hudební skupina vedená Ivanem Mládkem,hudební skupina,"['country', 'jazz', 'Skiffle']",,,1970,,,,,,Česko,,,,,,,,,
Banket,Q3565119,True,Banket,Slovak pop band,hudební skupina,hudební skupina,"['synthpop', 'pop music']",,,1984,,,,,,Česko,,,,,,,,,
Banks,Q153408,True,Joseph Banks,"English naturalist, botanist and patron of the natural sciences (1743-1820)",anglický botanik a přírodovědec,člověk,,1743,1820,,,,,muž,Londýn,Spojené království,['Spojené království Velké Británie a Irska'],,,,"['společník Královské společnosti', 'velkokříž Řádu lázně', 'Fellow of the Society of Antiquaries', 'společník Americké akademie umění a věd']",,,,
Banners,Q22276958,True,Banners,English musician,"anglický zpěvák, skladatel a hudebník",člověk,,,,2015,,,,muž,,,['Spojené království'],,,['hlas'],,,,4qWnlmXWuGv2TtuxtIWlJX,
Banx,Q172303,True,Tyra Banks,"American television personality, producer, and former model","americká modelka, herečka, zpěvačka a moderátorka",člověk,,1973,,1991,,,,žena,Inglewood,Spojené státy americké,['Spojené státy americké'],['Afroameričané'],,,"['Teen Choice Awards', 'Daytime Emmy Award for Outstanding Informative Talk Show Host']",,,2qRCCNXQcF3aZofRrCPozH,
Baracuda,Q828760,True,Baracuda,German electronic band,,hudební skupina,"['elektronická taneční hudba', 'taneční hudba']",,,2002,,2002,,,,Česko,,,,,,,,,
Barbora Poláková,Q11052902,True,Barbora Poláková,Czech actress and singer,česká herečka a zpěvačka,člověk,,1983,,2005,,,,žena,Kolín,Česko,['Česko'],,,,['Cena Anděl Sólová interpretka roku'],,,,
Barbra Streisand,Q4636,True,Barbra Streisand,American singer and actress (born 1942),americká zpěvačka a herečka,člověk,"['jazz', 'tradiční pop']",1942,,1960,,,,žena,Brooklyn,Spojené státy americké,['Spojené státy americké'],,['mezzosoprán'],['hlas'],"['důstojník Řádu čestné legie', 'Národní medaile za umění', 'Primetime Emmy Award', 'Cena Grammy za celoživotní dílo', 'Grammy Legend Award', 'MusiCares Person of the Year', 'Daytime Emmy Award', 'Oscar za nejlepší ženský herecký výkon v hlavní roli', 'Žijící legenda Knihovny Kongresu', 'California Hall of Fame', 'Prezidentská medaile svobody', 'Vyznamenání Kennedyho centra', 'AFI Life Achievement Award', 'Crystal Award', 'čestný doktor Brandeisovy univerzity', 'Hvězda na Hollywoodském chodníku slávy']",,,7jmTilWYlKOuavFfmQAcu6,
Basement Jaxx,Q544018,True,Basement Jaxx,British electronic dance music duo,,hudební skupina,['electronica'],,,1994,,1994,,,Londýn,Spojené království,,,,,,,,4YrKBkKSVeqDamzBPWVnSJ,
Basiková Bára,Q7472854,True,Bára Basiková,Czech singer and actress,česká zpěvačka,člověk,,1963,,1987,,,,žena,Praha,Česko,['Česko'],,,['hlas'],['Cena Anděl Sólová interpretka roku'],,,,
Basshunter,Q383541,True,Basshunter,"Swedish singer, record producer and DJ","švédský zpěvák, hudební producent a DJ",člověk,"['eurodance', 'trance', 'elektronická taneční hudba', 'electro', 'pop music', 'techno']",1984,,1998,,,,muž,Halmstad,Švédsko,['Švédsko'],['Švédové'],,['hlas'],"['Radioactive Hit of the Year Era', 'European Border Breakers Award', 'Cena Eurodancewebu', 'Cena hudebních vydavatelů', 'NRJ Radio Award', 'Russ.no', 'Scandipop Award for Best Male', 'Telia za nejlepší vyzváněcí tón roku', ""World Music Award for World's Best Selling Swedish Artist""]",,,37DdwREpvvQHmGLFEZ4h0Q,
Bastille,Q689,True,Bastille,English indie pop band,,hudební skupina,['synthpop'],,,2010,,2010,,,Londýn,Spojené království,,,,,,,,7EQ0qTo7fWT7DPxmxtSYEc,
Basto!,Q810666,True,Basto,Belgian musician and DJ,,člověk,['house music'],1975,,2005,,,,muž,Hoogstraten,Belgie,['Belgie'],,,,,,,2BJTwV4IpFe2gWL46KKlji,
Bazzi,Q8506,True,Il Sodoma,Italian Renaissance painter (1477-1549),italský malíř zvaný Il Sodoma,člověk,['krajinomalba'],1477,1549,,,,,muž,Vercelli,Itálie,,['Italové'],,,,,,,
Beach Weather,Q117020135,True,Beach Weather,American rock band,,hudební skupina,,,,,,,,,,,,,,,,,,,
Beatfreakz,Q2892968,True,Beatfreakz,Dutch house music band,,hudební skupina,['taneční hudba'],,,2000,,,,,,,,,,,,,,,
Beatles,Q1299,True,The Beatles,English rock band (1960–1970),anglická hudební skupina,rocková hudební skupina,"['rock', 'pop music', 'hard rock', 'rock and roll', 'blues rock', 'beat', 'folk rock', 'psychedelický rock', 'lidová hudba', 'experimentální rock']",,,1960,1970,1960,+1970-04-10T00:00:00Z,,Liverpool,Spojené království,,,,,"['Rock and Roll Hall of Fame', 'Cena Grammy pro nejlepšího nového umělce', 'Cena Grammy za celoživotní dílo', 'Grammy Trustees Award', 'Cena Grammy za nejlepší popové vokální album', 'Cena Grammy za nejlepší hudební video', 'Cena Grammy za album roku', 'Hvězda na Hollywoodském chodníku slávy']",,,3WrFJ7ztbogyGnTHbHJFl2,
Bebe Rexha,Q16185856,True,Bebe Rexha,American singer and songwriter,americká zpěvačka a písničkářka,člověk,"['pop music', 'dance-pop', 'contemporary R&B', 'elektropop', 'hip hop']",1989,,2010,,,,žena,Brooklyn,Spojené státy americké,['Spojené státy americké'],,['soprán'],"['kytara', 'trubka', 'klavír', 'hlas', 'harmonika']",['iHeartRadio Music Awards'],,['fluidní sexualita'],64M6ah0SkkRsnPGtGiRAbb,
Beck,Q63565252,True,brook,small stream,,,,,,,,,,,,Česko,,,,,,,,,
Becky G,Q1393997,True,Becky G,American singer and actress,americká zpěvačka,člověk,"['Latin pop', 'reggaeton', 'cumbia']",1997,,2011,,,,žena,,Česko,['Spojené státy americké'],,['soprán'],"['hlas', 'kytara']","['Leading Ladies of Entertainment', 'Favorite Latin Artist', 'Radio Disney Music Award for Best New Artist', 'Radio Disney Music Award for Catchiest New Song', 'Radio Disney Music Award for Song to Dance to']",,,4obzFoKoKRHIphyHzJ35G3,
