,hitparada,rok,tyden,week,pozice,track,interpret,interpret_hlavni,vydavatel
16234,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,35,when the party's over,Billie Eilish,Billie Eilish,Universal Music
16235,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,36,Ritual (feat. Tiësto & Rita Ora),Jonas Blue,Jonas Blue,Universal Music
16236,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,37,South of the Border (feat. Camila Cabello & Cardi,Ed Sheeran,Ed Sheeran,Warner Music
16237,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,38,"f**k, i'm lonely (from “13 Reasons Why: Season 3”)",Lauv,Lauv,Awal Recordings
16238,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,39,Zlatí a zároveň kanál,Dms,Dms,Dms Records
16239,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,40,Never Really Over,Katy Perry,Katy Perry,Universal Music
16240,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,41,Money In The Grave (feat. Rick Ross),Drake,Drake,Universal Music
16241,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,42,Panini,Lil Nas X,Lil Nas X,Sony Music
16242,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,43,Con Calma (feat. Snow),Daddy Yankee,Daddy Yankee,Universal Music
16243,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,44,Better Now,Post Malone,Post Malone,Universal Music
16244,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,45,7 rings,Ariana Grande,Ariana Grande,Universal Music
16245,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,46,Don't Call Me Up,Mabel,Mabel,Universal Music
16246,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,47,Sweet but Psycho,Ava Max,Ava Max,Warner Music
16247,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,48,Jak sa máš,Nerieš,Nerieš,Nerieš
16248,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,49,Wow.,Post Malone,Post Malone,Universal Music
16249,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,50,In My Mind,Dynoro & Gigi D'Agostino,Dynoro,Sony Music
16250,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,51,bury a friend,Billie Eilish,Billie Eilish,Universal Music
16251,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,52,Zatancuj si so mnou,Adam Ďurica,Adam Ďurica,Universal Music
16252,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,53,Happier,Marshmello & Bastille,Marshmello,Universal Music
16253,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,54,Truth Hurts,Lizzo,Lizzo,Warner Music
16254,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,55,High Hopes,Panic! At The Disco,Panic! At The Disco,Warner Music
16255,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,56,Instagram,Dimitri Vegas & Like Mike,Dimitri Vegas,Sony Music
16256,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,57,Shallow,Lady Gaga & Bradley Cooper,Lady Gaga,Universal Music
16257,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,58,So Am I,Ava Max,Ava Max,Warner Music
16258,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,59,Calma (Remix),Pedro Capó & Farruko,Pedro Capó,Sony Music
16259,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,60,You Need To Calm Down,Taylor Swift,Taylor Swift,Universal Music
16260,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,61,Post Malone (feat. RANI),Sam Feldt,Sam Feldt,Warner Music
16261,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,62,Hate Me,Ellie Goulding & Juice Wrld,Ellie Goulding,Universal Music
16262,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,63,Motivation,Normani,Normani,Sony Music
16263,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,64,Mother's Daughter,Miley Cyrus,Miley Cyrus,Sony Music
16264,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,65,It's You,Ali Gatie,Ali Gatie,Warner Music
16265,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,66,Go Go Go,Gleb,Gleb,Fck Them/Universal Music
16266,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,67,lovely,Billie Eilish & Khalid,Billie Eilish,Universal Music
16267,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,68,rockstar,Post Malone & 21 Savage,Post Malone,Universal Music
16268,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,69,I Love You,Billie Eilish,Billie Eilish,Universal Music
16269,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,70,The London (feat. J. Cole & Travis Scott),Young Thug,Young Thug,Warner Music
16270,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,71,Gauč Storytelling,Gleb,Gleb,Fck Them/Universal Music
16271,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,72,Eastside (feat. Halsey & Khalid),Benny Blanco,Benny Blanco,Universal Music
16272,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,73,Je mi... (feat. Rida Radar),Kali,Kali,Kali Records
16273,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,74,I.F.L.Y.,Bazzi,Bazzi,Warner Music
16274,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,75,Motorest,Gleb,Gleb,Fck Them
16275,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,76,Small Talk,Katy Perry,Katy Perry,Universal Music
16276,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,77,Bohemian Rhapsody,Queen,Queen,Universal Music
16277,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,78,Kardio,Dms,Dms,Nan
16278,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,79,Without Me,Halsey,Halsey,Universal Music
16279,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,80,Self Made Snippet (feat. Separ),Yzomandias,Yzomandias,Milion+ Ent./Universal Music
16280,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,81,Antisocial (with Travis Scott),Ed Sheeran,Ed Sheeran,Warner Music
16281,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,82,I Got Love,Miyagi,Miyagi,Nan
16282,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,83,Nik Tendo - Scale To Fit,Yzomandias,Yzomandias,Milion+ Ent./Universal Music
16283,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,84,China (feat. J Balvin & Ozuna),Anuel Aa,Anuel Aa,Sony Music
16284,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,85,Believer,Imagine Dragons,Imagine Dragons,Universal Music
16285,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,86,Remember The Name (feat. Eminem & 50 Cent),Ed Sheeran,Ed Sheeran,Warner Music
16286,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,87,Gauč n Bass,Gleb,Gleb,Fck Them/Universal Music
16287,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,88,Carry On (O.S.T Pokémon Detective Pikachu),Kygo & Rita Ora,Kygo,Sony Music
16288,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,89,Youngblood,5 Seconds Of Summer,5 Seconds Of Summer,Universal Music
16289,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,90,you should see me in a crown,Billie Eilish,Billie Eilish,Universal Music
16290,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,91,Let Me Down SLowly,Alec Benjamin,Alec Benjamin,Warner Music
16291,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,92,Body (feat. brando),Loud Luxury,Loud Luxury,Armada
16292,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,93,No Guidance (feat. Drake),Chris Brown,Chris Brown,Sony Music
16293,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,94,Here With Me (feat. CHVRCHES),Marshmello,Marshmello,Universal Music
16294,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,95,Call You Mine (feat. Bebe Rexha),Chainsmokers,Chainsmokers,Sony Music
16295,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,96,XXXXX_10 minút,Nerieš & Dms,Nerieš,Nan
16296,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,97,Natural,Imagine Dragons,Imagine Dragons,Universal Music
16297,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,98,Mad Love,Mabel,Mabel,Universal Music
16298,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,99,"These Days (feat. Jess Glynne, Macklemore...)",Rudimental,Rudimental,Warner Music
16299,SK - SINGLES DIGITAL - TOP 100,2019,34,2019-34,100,All Around The World (La La La),R3Hab & a Touch Of Class,R3Hab,Universal Music
16300,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,1,Senorita,Shawn Mendes & Camila Cabello,Shawn Mendes,Universal Music
16301,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,2,Bad Guy,Billie Eilish,Billie Eilish,Universal Music
16302,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,3,Piece Of Your Heart,Meduza,Meduza,Universal Music
16303,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,4,Beautiful People (feat. Khalid),Ed Sheeran,Ed Sheeran,Warner Music
16304,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,5,Old Town Road (feat. Billy Ray Cyrus) [Remix],Lil Nas X,Lil Nas X,Sony Music
16305,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,6,I Don't Care,Ed Sheeran & Justin Bieber,Ed Sheeran,Universal Music/Warner Music
16306,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,7,Goodbyes (feat. Young Thug),Post Malone,Post Malone,Universal Music
16307,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,8,Someone You Loved,Lewis Capaldi,Lewis Capaldi,Universal Music
16308,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,9,Lalala,Y2K,Y2K,Sony Music
16309,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,10,Dance Monkey,Tones And I,Tones And I,Warner Music
16310,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,11,How Do You Sleep?,Sam Smith,Sam Smith,Universal Music
16311,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,12,boyfriend (feat. Social House),Ariana Grande,Ariana Grande,Universal Music
16312,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,13,Slide Away,Miley Cyrus,Miley Cyrus,Sony Music
16313,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,14,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,Ed Sheeran,Warner Music
16314,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,15,Ransom,Lil Tecca,Lil Tecca,Universal Music
16315,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,16,Higher Love (feat. Whitney Houston),Kygo,Kygo,Sony Music
16316,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,17,Loco Contigo (feat. J Balvin & Tyga),Dj Snake,Dj Snake,Universal Music
16317,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,18,Lover,Taylor Swift,Taylor Swift,Universal Music
16318,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,19,Takeaway (feat. Lennon Stella),Chainsmokers,Chainsmokers,Sony Music
16319,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,20,Summer Days (feat. Macklemore & Patrick Stump),Martin Garrix,Martin Garrix,Sony Music
16320,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,21,Včera mi zhorel dom,Saul,Saul,Universal Music
16321,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,22,Letný večer,Fobia Kid,Fobia Kid,Fobia Kid
16322,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,23,Sunflower (Spider-Man: Into the Spider-Verse),Post Malone & Swae Lee,Post Malone,Universal Music
16323,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,24,"f**k, i'm lonely (from “13 Reasons Why: Season 3”)",Lauv,Lauv,Awal Recordings
16324,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,25,Lepšia pesnička,Dms,Dms,Dms Records
16325,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,26,"Až na měsíc (feat. Calin, Hasan & Nik Tendo)",Viktor Sheen,Viktor Sheen,Viktor Sheen/Warner Music
16326,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,27,Old Town Road,Lil Nas X,Lil Nas X,Sony Music
16327,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,28,S.O.S.,Avicii,Avicii,Universal Music
16328,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,29,Zatancuj si so mnou,Adam Ďurica,Adam Ďurica,Universal Music
16329,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,30,Teeth,5 Seconds Of Summer,5 Seconds Of Summer,Universal Music
16330,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,31,The Man,Taylor Swift,Taylor Swift,Universal Music
16331,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,32,Bad Liar,Imagine Dragons,Imagine Dragons,Universal Music
16332,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,33,Sucker,Jonas Brothers,Jonas Brothers,Universal Music
16333,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,34,You Need To Calm Down,Taylor Swift,Taylor Swift,Universal Music
16334,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,35,when the party's over,Billie Eilish,Billie Eilish,Universal Music
16335,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,36,Rescue Me,Onerepublic,Onerepublic,Universal Music
16336,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,37,South of the Border (feat. Camila Cabello & Cardi,Ed Sheeran,Ed Sheeran,Warner Music
16337,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,38,One Thing Right (feat. Kane Brown),Marshmello,Marshmello,Sony Music
16338,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,39,Stanko Lobotka,Porsche Boy,Porsche Boy,Nan
16339,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,40,Ritual (feat. Tiësto & Rita Ora),Jonas Blue,Jonas Blue,Universal Music
16340,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,41,Zlatí a zároveň kanál,Dms,Dms,Dms Records
16341,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,42,Panini,Lil Nas X,Lil Nas X,Sony Music
16342,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,43,bury a friend,Billie Eilish,Billie Eilish,Universal Music
16343,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,44,Money In The Grave (feat. Rick Ross),Drake,Drake,Universal Music
16344,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,45,Better Now,Post Malone,Post Malone,Universal Music
16345,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,46,All For Us (From the HBO Original Series Euphoria),Labrinth & Zendaya,Labrinth,Universal Music
16346,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,47,If I Can't Have You,Shawn Mendes,Shawn Mendes,Universal Music
16347,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,48,Truth Hurts,Lizzo,Lizzo,Warner Music
16348,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,49,Never Really Over,Katy Perry,Katy Perry,Universal Music
16349,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,50,7 rings,Ariana Grande,Ariana Grande,Universal Music
16350,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,51,Con Calma (feat. Snow),Daddy Yankee,Daddy Yankee,Universal Music
16351,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,52,Instagram,Dimitri Vegas & Like Mike,Dimitri Vegas,Sony Music
16352,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,53,Jak sa máš,Nerieš,Nerieš,Nerieš
16353,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,54,lovely,Billie Eilish & Khalid,Billie Eilish,Universal Music
16354,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,55,Shallow,Lady Gaga & Bradley Cooper,Lady Gaga,Universal Music
16355,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,56,In My Mind,Dynoro & Gigi D'Agostino,Dynoro,Sony Music
16356,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,57,Calma (Remix),Pedro Capó & Farruko,Pedro Capó,Sony Music
16357,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,58,Don't Call Me Up,Mabel,Mabel,Universal Music
16358,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,59,Wow.,Post Malone,Post Malone,Universal Music
16359,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,60,Sweet but Psycho,Ava Max,Ava Max,Warner Music
16360,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,61,Post Malone (feat. RANI),Sam Feldt,Sam Feldt,Warner Music
16361,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,62,Je mi... (feat. Rida Radar),Kali,Kali,Kali Records
16362,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,63,Me!(feat. Brendon Urie of Panic! At The Disco),Taylor Swift,Taylor Swift,Universal Music
16363,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,64,Motivation,Normani,Normani,Sony Music
16364,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,65,Happier,Marshmello & Bastille,Marshmello,Universal Music
16365,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,66,Go Go Go,Gleb,Gleb,Fck Them/Universal Music
16366,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,67,Hate Me,Ellie Goulding & Juice Wrld,Ellie Goulding,Universal Music
16367,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,68,High Hopes,Panic! At The Disco,Panic! At The Disco,Warner Music
16368,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,69,you should see me in a crown,Billie Eilish,Billie Eilish,Universal Music
16369,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,70,So Am I,Ava Max,Ava Max,Warner Music
16370,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,71,rockstar,Post Malone & 21 Savage,Post Malone,Universal Music
16371,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,72,Kardio,Dms,Dms,Nan
16372,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,73,Believer,Imagine Dragons,Imagine Dragons,Universal Music
16373,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,74,F**k it I love you,Lana Del Rey ,Lana Del Rey,Universal Music
16374,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,75,I Got Love,Miyagi,Miyagi,Nan
16375,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,76,Motorest,Gleb,Gleb,Fck Them
16376,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,77,It's You,Ali Gatie,Ali Gatie,Warner Music
16377,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,78,China (feat. J Balvin & Ozuna),Anuel Aa,Anuel Aa,Sony Music
16378,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,79,Eastside (feat. Halsey & Khalid),Benny Blanco,Benny Blanco,Universal Music
16379,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,80,Mother's Daughter,Miley Cyrus,Miley Cyrus,Sony Music
16380,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,81,Without Me,Halsey,Halsey,Universal Music
16381,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,82,Gauč Storytelling,Gleb,Gleb,Fck Them/Universal Music
16382,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,83,Bohemian Rhapsody,Queen,Queen,Universal Music
16383,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,84,I.F.L.Y.,Bazzi,Bazzi,Warner Music
16384,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,85,Natural,Imagine Dragons,Imagine Dragons,Universal Music
16385,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,86,Remember The Name (feat. Eminem & 50 Cent),Ed Sheeran,Ed Sheeran,Warner Music
16386,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,87,Gauč n Bass,Gleb,Gleb,Fck Them/Universal Music
16387,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,88,Ocean Eyes,Billie Eilish,Billie Eilish,Universal Music
16388,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,89,Call You Mine (feat. Bebe Rexha),Chainsmokers,Chainsmokers,Sony Music
16389,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,90,The London (feat. J. Cole & Travis Scott),Young Thug,Young Thug,Warner Music
16390,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,91,Body (feat. brando),Loud Luxury,Loud Luxury,Armada
16391,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,92,wish you were gay,Billie Eilish,Billie Eilish,Universal Music
16392,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,93,Nik Tendo - Scale To Fit,Yzomandias,Yzomandias,Milion+ Ent./Universal Music
16393,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,94,Take Me Back to London (feat. Stormzy),Ed Sheeran,Ed Sheeran,Warner Music
16394,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,95,Antisocial (with Travis Scott),Ed Sheeran,Ed Sheeran,Warner Music
16395,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,96,Small Talk,Katy Perry,Katy Perry,Universal Music
16396,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,97,Girls Go Wild,Lp,Lp,Universal Music
16397,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,98,I Love You,Billie Eilish,Billie Eilish,Universal Music
16398,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,99,XXXXX_10 minút,Nerieš & Dms,Nerieš,Nan
16399,SK - SINGLES DIGITAL - TOP 100,2019,35,2019-35,100,Cruel Summer,Taylor Swift,Taylor Swift,Universal Music
16400,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,1,MY,Samey,Samey,Fck Them/Universal Music
16401,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,2,ruky,Samey,Samey,Fck Them/Universal Music
16402,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,3,Senorita,Shawn Mendes & Camila Cabello,Shawn Mendes,Universal Music
16403,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,4,lotus (feat. Zayo & Saul),Samey,Samey,Fck Them/Universal Music
16404,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,5,! (feat. Gleb),Samey,Samey,Fck Them/Universal Music
16405,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,6,ferrari mindset (feat. Taomi),Samey,Samey,Fck Them/Universal Music
16406,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,7,cool (feat. Ben Cristovao),Samey,Samey,Fck Them/Universal Music
16407,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,8,? (feat. Yzomandias),Samey,Samey,Fck Them/Universal Music
16408,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,9,doba (feat. Ego & Dalyb),Samey,Samey,Fck Them/Universal Music
16409,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,10,Bad Guy,Billie Eilish,Billie Eilish,Universal Music
16410,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,11,Piece Of Your Heart,Meduza,Meduza,Universal Music
16411,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,12,Beautiful People (feat. Khalid),Ed Sheeran,Ed Sheeran,Warner Music
16412,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,13,Circles,Post Malone,Post Malone,Universal Music
16413,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,14,Dance Monkey,Tones And I,Tones And I,Warner Music
16414,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,15,Mdms,Dms,Dms,Dms Records
16415,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,16,I Don't Care,Ed Sheeran & Justin Bieber,Ed Sheeran,Universal Music/Warner Music
16416,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,17,Old Town Road (feat. Billy Ray Cyrus) [Remix],Lil Nas X,Lil Nas X,Sony Music
16417,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,18,Nprblm,Dms,Dms,Dms Records
16418,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,19,Lalala,Y2K,Y2K,Sony Music
16419,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,20,Someone You Loved,Lewis Capaldi,Lewis Capaldi,Universal Music
16420,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,21,RBMK (feat. Viktor Sheen),Pil C,Pil C,Universal Music
16421,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,22,v korunách stromov,Samey,Samey,Fck Them/Universal Music
16422,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,23,Goodbyes (feat. Young Thug),Post Malone,Post Malone,Universal Music
16423,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,24,FuckOff,Dms,Dms,Dms Records
16424,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,25,Nmsm,Dms,Dms,Dms Records
16425,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,26,Higher Love (feat. Whitney Houston),Kygo,Kygo,Sony Music
16426,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,27,Nchdznm,Dms,Dms,Dms Records
16427,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,28,Plej,Dms,Dms,Dms Records
16428,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,29,Mlmltn,Dms,Dms,Dms Records
16429,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,30,How Do You Sleep?,Sam Smith,Sam Smith,Universal Music
16430,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,31,100p,Dms,Dms,Dms Records
16431,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,32,Slide Away,Miley Cyrus,Miley Cyrus,Sony Music
16432,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,33,Tlspng,Dms,Dms,Dms Records
16433,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,34,Sós,Dms,Dms,Dms Records
16434,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,35,Ransom,Lil Tecca,Lil Tecca,Universal Music
16435,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,36,Loco Contigo (feat. J Balvin & Tyga),Dj Snake,Dj Snake,Universal Music
16436,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,37,boyfriend (feat. Social House),Ariana Grande,Ariana Grande,Universal Music
16437,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,38,Klnfln,Dms,Dms,Dms Records
16438,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,39,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,Ed Sheeran,Warner Music
16439,SK - SINGLES DIGITAL - TOP 100,2019,36,2019-36,40,Slvdslv,Dms,Dms,Dms Records
