hitparada,rok,tyden,week,pozice,track,interpret,interpret_hlavni,vydavatel
SK - RADIO - TOP 50 SK,2018,29,2018-29,30,Branči Kováč,Vec,Vec,Warner Music
SK - RADIO - TOP 50 SK,2018,29,2018-29,31,On My Head,Dan Bárta,Dan Bárta,Sony Music
SK - RADIO - TOP 50 SK,2018,29,2018-29,32,Ty a já,Kryštof,Kryštof,I.Richmond.P./Universal Music
SK - RADIO - TOP 50 SK,2018,29,2018-29,33,Horúca láska,Lukáš Adamec,Lukáš Adamec,Fazin Plus
SK - RADIO - TOP 50 SK,2018,29,2018-29,34,Immature,Celeste Buckingham,Celeste Buckingham,Buckingham Entertainment Group
SK - RADIO - TOP 50 SK,2018,29,2018-29,35,I Don't Love You,Drozďo & Demex,Drozďo,Nan
SK - RADIO - TOP 50 SK,2018,29,2018-29,36,Offline,Moja Reč,Moja Reč,Nan
SK - RADIO - TOP 50 SK,2018,29,2018-29,37,Hey Now,Peter Bič Project,Peter Bič Project,Universal Music
SK - RADIO - TOP 50 SK,2018,29,2018-29,38,Run Run Run,Celeste Buckingham,Celeste Buckingham,Nan
SK - RADIO - TOP 50 SK,2018,29,2018-29,39,Ona má štýl,Igor Kmeťo Feat. Rytmus & Anita Soul,Igor Kmeťo,Nan
SK - RADIO - TOP 50 SK,2018,29,2018-29,40,Personal Sky,Lina Mayer,Lina Mayer,Nan
SK - RADIO - TOP 50 SK,2018,29,2018-29,41,Primetime,Majk Spirit,Majk Spirit,Nan
SK - RADIO - TOP 50 SK,2018,29,2018-29,42,GenerácYa,Majk Spirit,Majk Spirit,Nan
SK - RADIO - TOP 50 SK,2018,29,2018-29,43,Keď sme sami,Hex,Hex,Clockwise
SK - RADIO - TOP 50 SK,2018,29,2018-29,44,Voda divoká,Jana Kirschner,Jana Kirschner,Singlton/Universal Music
SK - RADIO - TOP 50 SK,2018,29,2018-29,45,Sen,Lucie,Lucie,Universal Music
SK - RADIO - TOP 50 SK,2018,29,2018-29,46,Amerika,Lucie,Lucie,Universal Music
SK - RADIO - TOP 50 SK,2018,29,2018-29,47,Traja,Billy Barman,Billy Barman,Championship Music
SK - RADIO - TOP 50 SK,2018,29,2018-29,48,It's You,Drozďo & Demex,Drozďo,Nan
SK - RADIO - TOP 50 SK,2018,29,2018-29,49,Neriešme,Ego & Monika Bagárová,Ego,Nan
SK - RADIO - TOP 50 SK,2018,29,2018-29,50,La Farándula,Eusebio & Peter Pann,Eusebio,Nan
SK - RADIO - TOP 50 SK,2018,30,2018-30,1,Budeme to stále my...,I.M.T.Smile,I.M.T.Smile,Universal Music
SK - RADIO - TOP 50 SK,2018,30,2018-30,2,Vrba,Desmod,Desmod,Nan
SK - RADIO - TOP 50 SK,2018,30,2018-30,3,Nedívaj sa tak,Peter Bič Project,Peter Bič Project,Universal Music
SK - RADIO - TOP 50 SK,2018,30,2018-30,4,Svety,Katarína Knechtová,Katarína Knechtová,Sukuba Agency
SK - RADIO - TOP 50 SK,2018,30,2018-30,5,Words,Emma Drobná,Emma Drobná,Warner Music
SK - RADIO - TOP 50 SK,2018,30,2018-30,6,Try,Emma Drobná,Emma Drobná,Warner Music
SK - RADIO - TOP 50 SK,2018,30,2018-30,7,Zůstaň tu se mnou (Za sny),Kryštof,Kryštof,I.Richmond.P./Universal Music
SK - RADIO - TOP 50 SK,2018,30,2018-30,8,Oteckovia,Hex,Hex,Clockwise
SK - RADIO - TOP 50 SK,2018,30,2018-30,9,Jazero,Adam Ďurica,Adam Ďurica,Universal Music
SK - RADIO - TOP 50 SK,2018,30,2018-30,10,"Hej, sokoly!",I.M.T. Smile & Ondrej Kandráč,I.M.T. Smile,Universal Music
SK - RADIO - TOP 50 SK,2018,30,2018-30,11,Jediný a jediná,Zuzana Smatanová,Zuzana Smatanová,Pandora Art
SK - RADIO - TOP 50 SK,2018,30,2018-30,12,Unikát,Mária Čírová,Mária Čírová,Street Production
SK - RADIO - TOP 50 SK,2018,30,2018-30,13,V meste snov,Ego,Ego,Ego
SK - RADIO - TOP 50 SK,2018,30,2018-30,14,Ty a já,Kryštof,Kryštof,I.Richmond.P./Universal Music
SK - RADIO - TOP 50 SK,2018,30,2018-30,15,Vozíme (feat. Gyza & Ben Cristovao),Ego,Ego,Ego
SK - RADIO - TOP 50 SK,2018,30,2018-30,16,Chýbanie,Desmod,Desmod,Orpheus Production
SK - RADIO - TOP 50 SK,2018,30,2018-30,17,Where Did You Go,Peter Bič Project,Peter Bič Project,Universal Music
SK - RADIO - TOP 50 SK,2018,30,2018-30,18,Shoulder,Janais,Janais,Janais
SK - RADIO - TOP 50 SK,2018,30,2018-30,19,Falling,Lina Mayer,Lina Mayer,Lina Mayer
SK - RADIO - TOP 50 SK,2018,30,2018-30,20,Lúč,Buranowski,Buranowski,Universal Music
SK - RADIO - TOP 50 SK,2018,30,2018-30,21,Keď muž miluje ženu,Robo Opatovský,Robo Opatovský,Nan
SK - RADIO - TOP 50 SK,2018,30,2018-30,22,Cudzinka v tvojej zemi,Xindl X & Mirka Miškechová,Xindl X,Universal Music
SK - RADIO - TOP 50 SK,2018,30,2018-30,23,Horou,Zuzana Smatanová,Zuzana Smatanová,Pandora Art
SK - RADIO - TOP 50 SK,2018,30,2018-30,24,Buena Onda (feat. Eusebio),Drozďo & Demex,Drozďo,Nan
SK - RADIO - TOP 50 SK,2018,30,2018-30,25,Smile,Emma Drobná,Emma Drobná,Warner Music
SK - RADIO - TOP 50 SK,2018,30,2018-30,26,Nevrav mi aký som,Desmod,Desmod,Samonáklad
SK - RADIO - TOP 50 SK,2018,30,2018-30,27,Nejsom ten pravý,Kali,Kali,Kali Records
SK - RADIO - TOP 50 SK,2018,30,2018-30,28,Všechno nebo nic,Ewa Farna,Ewa Farna,Universal Music
SK - RADIO - TOP 50 SK,2018,30,2018-30,29,Run Run Run,Celeste Buckingham,Celeste Buckingham,Nan
SK - RADIO - TOP 50 SK,2018,30,2018-30,30,It's You,Drozďo & Demex,Drozďo,Nan
SK - RADIO - TOP 50 SK,2018,30,2018-30,31,Primetime,Majk Spirit,Majk Spirit,Nan
SK - RADIO - TOP 50 SK,2018,30,2018-30,32,Hey Now,Peter Bič Project,Peter Bič Project,Universal Music
SK - RADIO - TOP 50 SK,2018,30,2018-30,33,Babylon,Vladis & Majk Spirit & Maxo,Vladis,Nan
SK - RADIO - TOP 50 SK,2018,30,2018-30,34,Immature,Celeste Buckingham,Celeste Buckingham,Buckingham Entertainment Group
SK - RADIO - TOP 50 SK,2018,30,2018-30,35,The Room of Ghosts,Elevenhill,Elevenhill,Elevenhill
SK - RADIO - TOP 50 SK,2018,30,2018-30,36,Sunflowers,Mark Dann,Mark Dann,Galgan Music
SK - RADIO - TOP 50 SK,2018,30,2018-30,37,Branči Kováč,Vec,Vec,Warner Music
SK - RADIO - TOP 50 SK,2018,30,2018-30,38,Dievča (na lásku nie je čas),Miro Žbirka,Miro Žbirka,Universal Music
SK - RADIO - TOP 50 SK,2018,30,2018-30,39,Skúšame sa nájsť,Peter Bič Project,Peter Bič Project,Universal Music
SK - RADIO - TOP 50 SK,2018,30,2018-30,40,Invisible,Drozďo & Demex,Drozďo,Nan
SK - RADIO - TOP 50 SK,2018,30,2018-30,41,Again,Mark Dann & Jaro Smejkal,Mark Dann,Nan
SK - RADIO - TOP 50 SK,2018,30,2018-30,42,Movin' On,Support Lesbiens,Support Lesbiens,Universal Music
SK - RADIO - TOP 50 SK,2018,30,2018-30,43,V dobrom aj v zlom,Zuzana Smatanová,Zuzana Smatanová,Pandora Art
SK - RADIO - TOP 50 SK,2018,30,2018-30,44,I'm Not Sorry,Celeste Buckingham,Celeste Buckingham,Nan
SK - RADIO - TOP 50 SK,2018,30,2018-30,45,I Don't Love You,Drozďo & Demex,Drozďo,Nan
SK - RADIO - TOP 50 SK,2018,30,2018-30,46,Let Me Know,Bezdeda Tomáš,Bezdeda Tomáš,Nan
SK - RADIO - TOP 50 SK,2018,30,2018-30,47,Neľutujem,Adam Ďurica,Adam Ďurica,Universal Music
SK - RADIO - TOP 50 SK,2018,30,2018-30,48,Keď sme sami,Hex,Hex,Clockwise
SK - RADIO - TOP 50 SK,2018,30,2018-30,49,Sen,Lucie,Lucie,Universal Music
SK - RADIO - TOP 50 SK,2018,30,2018-30,50,Každý mi Tě lásko závidí,Michal David,Michal David,Sony Music
SK - RADIO - TOP 50 SK,2018,31,2018-31,1,Budeme to stále my...,I.M.T.Smile,I.M.T.Smile,Universal Music
SK - RADIO - TOP 50 SK,2018,31,2018-31,2,Vrba,Desmod,Desmod,Nan
SK - RADIO - TOP 50 SK,2018,31,2018-31,3,Nedívaj sa tak,Peter Bič Project,Peter Bič Project,Universal Music
SK - RADIO - TOP 50 SK,2018,31,2018-31,4,Svety,Katarína Knechtová,Katarína Knechtová,Sukuba Agency
SK - RADIO - TOP 50 SK,2018,31,2018-31,5,Words,Emma Drobná,Emma Drobná,Warner Music
SK - RADIO - TOP 50 SK,2018,31,2018-31,6,Zůstaň tu se mnou (Za sny),Kryštof,Kryštof,I.Richmond.P./Universal Music
SK - RADIO - TOP 50 SK,2018,31,2018-31,7,Try,Emma Drobná,Emma Drobná,Warner Music
SK - RADIO - TOP 50 SK,2018,31,2018-31,8,Jediný a jediná,Zuzana Smatanová,Zuzana Smatanová,Pandora Art
SK - RADIO - TOP 50 SK,2018,31,2018-31,9,Vozíme (feat. Gyza & Ben Cristovao),Ego,Ego,Ego
SK - RADIO - TOP 50 SK,2018,31,2018-31,10,Oteckovia,Hex,Hex,Clockwise
SK - RADIO - TOP 50 SK,2018,31,2018-31,11,"Hej, sokoly!",I.M.T. Smile & Ondrej Kandráč,I.M.T. Smile,Universal Music
SK - RADIO - TOP 50 SK,2018,31,2018-31,12,Unikát,Mária Čírová,Mária Čírová,Street Production
SK - RADIO - TOP 50 SK,2018,31,2018-31,13,Falling,Lina Mayer,Lina Mayer,Lina Mayer
SK - RADIO - TOP 50 SK,2018,31,2018-31,14,Ty a já,Kryštof,Kryštof,I.Richmond.P./Universal Music
SK - RADIO - TOP 50 SK,2018,31,2018-31,15,Immature,Celeste Buckingham,Celeste Buckingham,Buckingham Entertainment Group
SK - RADIO - TOP 50 SK,2018,31,2018-31,16,Lúč,Buranowski,Buranowski,Universal Music
SK - RADIO - TOP 50 SK,2018,31,2018-31,17,Chýbanie,Desmod,Desmod,Orpheus Production
SK - RADIO - TOP 50 SK,2018,31,2018-31,18,Shoulder,Janais,Janais,Janais
SK - RADIO - TOP 50 SK,2018,31,2018-31,19,Jazero,Adam Ďurica,Adam Ďurica,Universal Music
SK - RADIO - TOP 50 SK,2018,31,2018-31,20,Nejsom ten pravý,Kali,Kali,Kali Records
SK - RADIO - TOP 50 SK,2018,31,2018-31,21,Keď muž miluje ženu,Robo Opatovský,Robo Opatovský,Nan
SK - RADIO - TOP 50 SK,2018,31,2018-31,22,Cudzinka v tvojej zemi,Xindl X & Mirka Miškechová,Xindl X,Universal Music
SK - RADIO - TOP 50 SK,2018,31,2018-31,23,Horou,Zuzana Smatanová,Zuzana Smatanová,Pandora Art
SK - RADIO - TOP 50 SK,2018,31,2018-31,24,Skúšame sa nájsť,Peter Bič Project,Peter Bič Project,Universal Music
SK - RADIO - TOP 50 SK,2018,31,2018-31,25,Say My Name,Peter Bažík,Peter Bažík,Nan
SK - RADIO - TOP 50 SK,2018,31,2018-31,26,V dobrom aj v zlom,Zuzana Smatanová,Zuzana Smatanová,Pandora Art
SK - RADIO - TOP 50 SK,2018,31,2018-31,27,Horúca láska,Lukáš Adamec,Lukáš Adamec,Fazin Plus
SK - RADIO - TOP 50 SK,2018,31,2018-31,28,Hey Now,Peter Bič Project,Peter Bič Project,Universal Music
SK - RADIO - TOP 50 SK,2018,31,2018-31,29,Všechno nebo nic,Ewa Farna,Ewa Farna,Universal Music
SK - RADIO - TOP 50 SK,2018,31,2018-31,30,I'm Not Sorry,Celeste Buckingham,Celeste Buckingham,Nan
SK - RADIO - TOP 50 SK,2018,31,2018-31,31,The Room of Ghosts,Elevenhill,Elevenhill,Elevenhill
SK - RADIO - TOP 50 SK,2018,31,2018-31,32,La Farándula,Eusebio & Peter Pann,Eusebio,Nan
SK - RADIO - TOP 50 SK,2018,31,2018-31,33,Primetime,Majk Spirit,Majk Spirit,Nan
SK - RADIO - TOP 50 SK,2018,31,2018-31,34,Let Me Know,Bezdeda Tomáš,Bezdeda Tomáš,Nan
SK - RADIO - TOP 50 SK,2018,31,2018-31,35,Invisible,Drozďo & Demex,Drozďo,Nan
SK - RADIO - TOP 50 SK,2018,31,2018-31,36,Bonnie & Clyde,Ronie,Ronie,Nan
SK - RADIO - TOP 50 SK,2018,31,2018-31,37,Run Run Run,Celeste Buckingham,Celeste Buckingham,Nan
SK - RADIO - TOP 50 SK,2018,31,2018-31,38,It's You,Drozďo & Demex,Drozďo,Nan
SK - RADIO - TOP 50 SK,2018,31,2018-31,39,Permanent War,Rakovicky,Rakovicky,Rakovicky
SK - RADIO - TOP 50 SK,2018,31,2018-31,40,Babylon,Vladis & Majk Spirit & Maxo,Vladis,Nan
SK - RADIO - TOP 50 SK,2018,31,2018-31,41,Piate ročné obdobie,Michaella,Michaella,R.K.P.
SK - RADIO - TOP 50 SK,2018,31,2018-31,42,V meste snov,Ego,Ego,Ego
SK - RADIO - TOP 50 SK,2018,31,2018-31,43,Smile,Emma Drobná,Emma Drobná,Warner Music
SK - RADIO - TOP 50 SK,2018,31,2018-31,44,Again,Mark Dann & Jaro Smejkal,Mark Dann,Nan
SK - RADIO - TOP 50 SK,2018,31,2018-31,45,Neľutujem,Adam Ďurica,Adam Ďurica,Universal Music
SK - RADIO - TOP 50 SK,2018,31,2018-31,46,Traja,Billy Barman,Billy Barman,Championship Music
SK - RADIO - TOP 50 SK,2018,31,2018-31,47,Buena Onda (feat. Eusebio),Drozďo & Demex,Drozďo,Nan
SK - RADIO - TOP 50 SK,2018,31,2018-31,48,Taká Tá (feat. Čis T a Mišo Biely),Kali,Kali,Kali Records
SK - RADIO - TOP 50 SK,2018,31,2018-31,49,Sunflowers,Mark Dann,Mark Dann,Galgan Music
SK - RADIO - TOP 50 SK,2018,31,2018-31,50,Spolu,Sima,Sima,Ruka Hore
SK - RADIO - TOP 50 SK,2018,32,2018-32,1,Budeme to stále my...,I.M.T.Smile,I.M.T.Smile,Universal Music
SK - RADIO - TOP 50 SK,2018,32,2018-32,2,Vrba,Desmod,Desmod,Nan
SK - RADIO - TOP 50 SK,2018,32,2018-32,3,Svety,Katarína Knechtová,Katarína Knechtová,Sukuba Agency
SK - RADIO - TOP 50 SK,2018,32,2018-32,4,Nedívaj sa tak,Peter Bič Project,Peter Bič Project,Universal Music
SK - RADIO - TOP 50 SK,2018,32,2018-32,5,Zůstaň tu se mnou (Za sny),Kryštof,Kryštof,I.Richmond.P./Universal Music
SK - RADIO - TOP 50 SK,2018,32,2018-32,6,Words,Emma Drobná,Emma Drobná,Warner Music
SK - RADIO - TOP 50 SK,2018,32,2018-32,7,Oteckovia,Hex,Hex,Clockwise
SK - RADIO - TOP 50 SK,2018,32,2018-32,8,Try,Emma Drobná,Emma Drobná,Warner Music
SK - RADIO - TOP 50 SK,2018,32,2018-32,9,"Hej, sokoly!",I.M.T. Smile & Ondrej Kandráč,I.M.T. Smile,Universal Music
SK - RADIO - TOP 50 SK,2018,32,2018-32,10,Jediný a jediná,Zuzana Smatanová,Zuzana Smatanová,Pandora Art
SK - RADIO - TOP 50 SK,2018,32,2018-32,11,Vozíme (feat. Gyza & Ben Cristovao),Ego,Ego,Ego
SK - RADIO - TOP 50 SK,2018,32,2018-32,12,Unikát,Mária Čírová,Mária Čírová,Street Production
SK - RADIO - TOP 50 SK,2018,32,2018-32,13,Immature,Celeste Buckingham,Celeste Buckingham,Buckingham Entertainment Group
SK - RADIO - TOP 50 SK,2018,32,2018-32,14,Shoulder,Janais,Janais,Janais
SK - RADIO - TOP 50 SK,2018,32,2018-32,15,Keď muž miluje ženu,Robo Opatovský,Robo Opatovský,Nan
SK - RADIO - TOP 50 SK,2018,32,2018-32,16,Lúč,Buranowski,Buranowski,Universal Music
SK - RADIO - TOP 50 SK,2018,32,2018-32,17,Chýbanie,Desmod,Desmod,Orpheus Production
SK - RADIO - TOP 50 SK,2018,32,2018-32,18,Horou,Zuzana Smatanová,Zuzana Smatanová,Pandora Art
SK - RADIO - TOP 50 SK,2018,32,2018-32,19,Falling,Lina Mayer,Lina Mayer,Lina Mayer
SK - RADIO - TOP 50 SK,2018,32,2018-32,20,Cudzinka v tvojej zemi,Xindl X & Mirka Miškechová,Xindl X,Universal Music
SK - RADIO - TOP 50 SK,2018,32,2018-32,21,Všechno nebo nic,Ewa Farna,Ewa Farna,Universal Music
SK - RADIO - TOP 50 SK,2018,32,2018-32,22,Ty a já,Kryštof,Kryštof,I.Richmond.P./Universal Music
SK - RADIO - TOP 50 SK,2018,32,2018-32,23,Buena Onda (feat. Eusebio),Drozďo & Demex,Drozďo,Nan
SK - RADIO - TOP 50 SK,2018,32,2018-32,24,Without You (feat. Sarah Cao),Mark Dann,Mark Dann,Galgan Music
SK - RADIO - TOP 50 SK,2018,32,2018-32,25,Say My Name,Peter Bažík,Peter Bažík,Nan
SK - RADIO - TOP 50 SK,2018,32,2018-32,26,I'm Not Sorry,Celeste Buckingham,Celeste Buckingham,Nan
SK - RADIO - TOP 50 SK,2018,32,2018-32,27,Smile,Emma Drobná,Emma Drobná,Warner Music
SK - RADIO - TOP 50 SK,2018,32,2018-32,28,Again,Mark Dann & Jaro Smejkal,Mark Dann,Nan
SK - RADIO - TOP 50 SK,2018,32,2018-32,29,Hey Now,Peter Bič Project,Peter Bič Project,Universal Music
SK - RADIO - TOP 50 SK,2018,32,2018-32,30,Skúšame sa nájsť,Peter Bič Project,Peter Bič Project,Universal Music
SK - RADIO - TOP 50 SK,2018,32,2018-32,31,Dancin',Andrew May,Andrew May,Nan
SK - RADIO - TOP 50 SK,2018,32,2018-32,32,It's You,Drozďo & Demex,Drozďo,Nan
SK - RADIO - TOP 50 SK,2018,32,2018-32,33,Invisible,Drozďo & Demex,Drozďo,Nan
SK - RADIO - TOP 50 SK,2018,32,2018-32,34,V meste snov,Ego,Ego,Ego
SK - RADIO - TOP 50 SK,2018,32,2018-32,35,Sunflowers,Mark Dann,Mark Dann,Galgan Music
SK - RADIO - TOP 50 SK,2018,32,2018-32,36,Nevrav mi aký som,Desmod,Desmod,Samonáklad
SK - RADIO - TOP 50 SK,2018,32,2018-32,37,Run Run Run,Celeste Buckingham,Celeste Buckingham,Nan
SK - RADIO - TOP 50 SK,2018,32,2018-32,38,The Room of Ghosts,Elevenhill,Elevenhill,Elevenhill
SK - RADIO - TOP 50 SK,2018,32,2018-32,39,Bonnie & Clyde,Ronie,Ronie,Nan
SK - RADIO - TOP 50 SK,2018,32,2018-32,40,Enemy,Lenny,Lenny,Universal Music
SK - RADIO - TOP 50 SK,2018,32,2018-32,41,Dievča (na lásku nie je čas),Miro Žbirka,Miro Žbirka,Universal Music
SK - RADIO - TOP 50 SK,2018,32,2018-32,42,Odpoveď,Vadim Polke Blavy,Vadim Polke Blavy,Nan
SK - RADIO - TOP 50 SK,2018,32,2018-32,43,Traja,Billy Barman,Billy Barman,Championship Music
SK - RADIO - TOP 50 SK,2018,32,2018-32,44,Primetime,Majk Spirit,Majk Spirit,Nan
SK - RADIO - TOP 50 SK,2018,32,2018-32,45,So In Love,Nela,Nela,Warner Music
SK - RADIO - TOP 50 SK,2018,32,2018-32,46,Let Me Know,Bezdeda Tomáš,Bezdeda Tomáš,Nan
SK - RADIO - TOP 50 SK,2018,32,2018-32,47,Babylon,Vladis & Majk Spirit & Maxo,Vladis,Nan
SK - RADIO - TOP 50 SK,2018,32,2018-32,48,Léto,Iveta Bartošová,Iveta Bartošová,Warner Music
SK - RADIO - TOP 50 SK,2018,32,2018-32,49,Amerika,Lucie,Lucie,Universal Music
SK - RADIO - TOP 50 SK,2018,32,2018-32,50,Každý mi Tě lásko závidí,Michal David,Michal David,Sony Music
SK - RADIO - TOP 50 SK,2018,33,2018-33,1,Budeme to stále my...,I.M.T.Smile,I.M.T.Smile,Universal Music
SK - RADIO - TOP 50 SK,2018,33,2018-33,2,Vrba,Desmod,Desmod,Nan
SK - RADIO - TOP 50 SK,2018,33,2018-33,3,Svety,Katarína Knechtová,Katarína Knechtová,Sukuba Agency
SK - RADIO - TOP 50 SK,2018,33,2018-33,4,Nedívaj sa tak,Peter Bič Project,Peter Bič Project,Universal Music
SK - RADIO - TOP 50 SK,2018,33,2018-33,5,Try,Emma Drobná,Emma Drobná,Warner Music
SK - RADIO - TOP 50 SK,2018,33,2018-33,6,Words,Emma Drobná,Emma Drobná,Warner Music
SK - RADIO - TOP 50 SK,2018,33,2018-33,7,Zůstaň tu se mnou (Za sny),Kryštof,Kryštof,I.Richmond.P./Universal Music
SK - RADIO - TOP 50 SK,2018,33,2018-33,8,Jediný a jediná,Zuzana Smatanová,Zuzana Smatanová,Pandora Art
SK - RADIO - TOP 50 SK,2018,33,2018-33,9,Oteckovia,Hex,Hex,Clockwise
SK - RADIO - TOP 50 SK,2018,33,2018-33,10,Unikát,Mária Čírová,Mária Čírová,Street Production
SK - RADIO - TOP 50 SK,2018,33,2018-33,11,Immature,Celeste Buckingham,Celeste Buckingham,Buckingham Entertainment Group
SK - RADIO - TOP 50 SK,2018,33,2018-33,12,V meste snov,Ego,Ego,Ego
SK - RADIO - TOP 50 SK,2018,33,2018-33,13,"Hej, sokoly!",I.M.T. Smile & Ondrej Kandráč,I.M.T. Smile,Universal Music
SK - RADIO - TOP 50 SK,2018,33,2018-33,14,Falling,Lina Mayer,Lina Mayer,Lina Mayer
SK - RADIO - TOP 50 SK,2018,33,2018-33,15,Where Did You Go,Peter Bič Project,Peter Bič Project,Universal Music
SK - RADIO - TOP 50 SK,2018,33,2018-33,16,Keď muž miluje ženu,Robo Opatovský,Robo Opatovský,Nan
SK - RADIO - TOP 50 SK,2018,33,2018-33,17,Chýbanie,Desmod,Desmod,Orpheus Production
SK - RADIO - TOP 50 SK,2018,33,2018-33,18,Lúč,Buranowski,Buranowski,Universal Music
SK - RADIO - TOP 50 SK,2018,33,2018-33,19,Všechno nebo nic,Ewa Farna,Ewa Farna,Universal Music
SK - RADIO - TOP 50 SK,2018,33,2018-33,20,Shoulder,Janais,Janais,Janais
SK - RADIO - TOP 50 SK,2018,33,2018-33,21,Primetime,Majk Spirit,Majk Spirit,Nan
SK - RADIO - TOP 50 SK,2018,33,2018-33,22,Skúšame sa nájsť,Peter Bič Project,Peter Bič Project,Universal Music
SK - RADIO - TOP 50 SK,2018,33,2018-33,23,Horou,Zuzana Smatanová,Zuzana Smatanová,Pandora Art
SK - RADIO - TOP 50 SK,2018,33,2018-33,24,Nevrav mi aký som,Desmod,Desmod,Samonáklad
SK - RADIO - TOP 50 SK,2018,33,2018-33,25,Vozíme (feat. Gyza & Ben Cristovao),Ego,Ego,Ego
SK - RADIO - TOP 50 SK,2018,33,2018-33,26,Cudzinka v tvojej zemi,Xindl X & Mirka Miškechová,Xindl X,Universal Music
SK - RADIO - TOP 50 SK,2018,33,2018-33,27,Dancin',Andrew May,Andrew May,Nan
SK - RADIO - TOP 50 SK,2018,33,2018-33,28,Say My Name,Peter Bažík,Peter Bažík,Nan
SK - RADIO - TOP 50 SK,2018,33,2018-33,29,V dobrom aj v zlom,Zuzana Smatanová,Zuzana Smatanová,Pandora Art
SK - RADIO - TOP 50 SK,2018,33,2018-33,30,I'm Not Sorry,Celeste Buckingham,Celeste Buckingham,Nan
SK - RADIO - TOP 50 SK,2018,33,2018-33,31,Again,Mark Dann & Jaro Smejkal,Mark Dann,Nan
SK - RADIO - TOP 50 SK,2018,33,2018-33,32,Babylon,Vladis & Majk Spirit & Maxo,Vladis,Nan
SK - RADIO - TOP 50 SK,2018,33,2018-33,33,Pár přátel,Michal David,Michal David,Sony Music
SK - RADIO - TOP 50 SK,2018,33,2018-33,34,Cigaretka na dva tahy,Richard Müller,Richard Müller,Universal Music
SK - RADIO - TOP 50 SK,2018,33,2018-33,35,Padam (feat. Mária Čírová),Ben Cristovao,Ben Cristovao,Championship Music
SK - RADIO - TOP 50 SK,2018,33,2018-33,36,Run Run Run,Celeste Buckingham,Celeste Buckingham,Nan
SK - RADIO - TOP 50 SK,2018,33,2018-33,37,It's You,Drozďo & Demex,Drozďo,Nan
SK - RADIO - TOP 50 SK,2018,33,2018-33,38,Buena Onda (feat. Eusebio),Drozďo & Demex,Drozďo,Nan
SK - RADIO - TOP 50 SK,2018,33,2018-33,39,Smile,Emma Drobná,Emma Drobná,Warner Music
SK - RADIO - TOP 50 SK,2018,33,2018-33,40,Without You (feat. Sarah Cao),Mark Dann,Mark Dann,Galgan Music
SK - RADIO - TOP 50 SK,2018,33,2018-33,41,Permanent War,Rakovicky,Rakovicky,Rakovicky
SK - RADIO - TOP 50 SK,2018,33,2018-33,42,Enemy,Lenny,Lenny,Universal Music
SK - RADIO - TOP 50 SK,2018,33,2018-33,43,Voda divoká,Jana Kirschner,Jana Kirschner,Singlton/Universal Music
SK - RADIO - TOP 50 SK,2018,33,2018-33,44,The Room of Ghosts,Elevenhill,Elevenhill,Elevenhill
SK - RADIO - TOP 50 SK,2018,33,2018-33,45,Let Me Know,Bezdeda Tomáš,Bezdeda Tomáš,Nan
SK - RADIO - TOP 50 SK,2018,33,2018-33,46,Keď sme sami,Hex,Hex,Clockwise
SK - RADIO - TOP 50 SK,2018,33,2018-33,47,Sen,Lucie,Lucie,Universal Music
SK - RADIO - TOP 50 SK,2018,33,2018-33,48,Príbeh,Tina & Rytmus,Tina,Warner Music
SK - RADIO - TOP 50 SK,2018,33,2018-33,49,Invisible,Drozďo & Demex,Drozďo,Nan
SK - RADIO - TOP 50 SK,2018,33,2018-33,50,La Farándula,Eusebio & Peter Pann,Eusebio,Nan
SK - RADIO - TOP 50 SK,2018,34,2018-34,1,Budeme to stále my...,I.M.T.Smile,I.M.T.Smile,Universal Music
SK - RADIO - TOP 50 SK,2018,34,2018-34,2,Vrba,Desmod,Desmod,Nan
SK - RADIO - TOP 50 SK,2018,34,2018-34,3,Svety,Katarína Knechtová,Katarína Knechtová,Sukuba Agency
SK - RADIO - TOP 50 SK,2018,34,2018-34,4,Words,Emma Drobná,Emma Drobná,Warner Music
SK - RADIO - TOP 50 SK,2018,34,2018-34,5,Try,Emma Drobná,Emma Drobná,Warner Music
SK - RADIO - TOP 50 SK,2018,34,2018-34,6,Oteckovia,Hex,Hex,Clockwise
SK - RADIO - TOP 50 SK,2018,34,2018-34,7,Bella ciao,Škampi Na Žaru,Škampi Na Žaru,Nan
SK - RADIO - TOP 50 SK,2018,34,2018-34,8,Zůstaň tu se mnou (Za sny),Kryštof,Kryštof,I.Richmond.P./Universal Music
SK - RADIO - TOP 50 SK,2018,34,2018-34,9,Unikát,Mária Čírová,Mária Čírová,Street Production
SK - RADIO - TOP 50 SK,2018,34,2018-34,10,"Hej, sokoly!",I.M.T. Smile & Ondrej Kandráč,I.M.T. Smile,Universal Music
SK - RADIO - TOP 50 SK,2018,34,2018-34,11,Jediný a jediná,Zuzana Smatanová,Zuzana Smatanová,Pandora Art
SK - RADIO - TOP 50 SK,2018,34,2018-34,12,Immature,Celeste Buckingham,Celeste Buckingham,Buckingham Entertainment Group
SK - RADIO - TOP 50 SK,2018,34,2018-34,13,Nedívaj sa tak,Peter Bič Project,Peter Bič Project,Universal Music
SK - RADIO - TOP 50 SK,2018,34,2018-34,14,Falling,Lina Mayer,Lina Mayer,Lina Mayer
SK - RADIO - TOP 50 SK,2018,34,2018-34,15,Vozíme (feat. Gyza & Ben Cristovao),Ego,Ego,Ego
